,publisher,short_journal_title,issue,volume,title,page,DOI,is_referenced_by_count,references_count,first_author_given_name,first_author_family_name,issued_year,issued_month,issued_day
2940,Ovid Technologies (Wolters Kluwer Health),Health Physics,1,46,Rainsplash As a Mechanism for Soil Contamination of Plant Surfaces,177-187,10.1097/00004032-198401000-00015,49,0,M.,Dreicer,1984,1.0,
2941,Elsevier BV,Talanta,3,69,Voltammetric determination of nitroaromatic and nitramine explosives contamination in soil,656-662,10.1016/j.talanta.2005.10.041,72,0,N,PONSARAVANAN,2006,5.0,15.0
2942,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,3,3,The loss of three chloronitrobenzene fungicides from the soil,180-193,10.1007/bf01684454,12,8,J. C.,Caseley,1968,5.0,
2943,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,4,50,Microbial abundance and degradation of polycyclic aromatic hydrocarbons in soil,,10.1007/bf00191235,27,0,S.K.,Mahmood,1993,4.0,
2944,Oxford University Press (OUP),Journal of Public Health,4,22,Contamination of allotment soil with lead: managing potential risks to health,525-530,10.1093/pubmed/22.4.525,19,0,L.,Prasad,2000,12.0,1.0
2945,Springer Science and Business Media LLC,Sci Rep,1,7,Potential microbial contamination during sampling of permafrost soil assessed by tracers,,10.1038/srep43338,17,48,Toke,Bang-Andreasen,2017,2.0,23.0
2946,Elsevier BV,Journal of Geochemical Exploration,,174,Vitrification of urban soil contamination by hexavalent chromium,132-139,10.1016/j.gexplo.2016.07.011,40,30,S.,Ballesteros,2017,3.0,
2947,Informa UK Limited,Soil and Sediment Contamination: An International Journal,,,Analysis and Assessment of the Soil Environment Around a Plateau Municipal Solid Waste Incineration Plant,1-17,10.1080/15320383.2023.2276178,0,36,Wenwu,Zhou,2023,11.0,2.0
2948,Springer Science and Business Media LLC,Archives of Environmental Contamination and Toxicology,1,30,Liver Microsomal Levels of Cytochrome P450IA1 as Biomarker for Exposure and Bioavailability of Soil-Bound Polycyclic Aromatic Hydrocarbons,107-113,10.1007/s002449900014,0,0,P. H.,Roos,1996,1.0,1.0
2949,Informa UK Limited,Human and Ecological Risk Assessment: An International Journal,5,25,Investigation of the extent of contamination of heavy metals in agricultural soil using statistical analyses and contamination indices,1125-1136,10.1080/10807039.2018.1460798,50,48,Marjan,Esmaeilzadeh,2018,4.0,30.0
2950,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,30,"Study on Remediation-improvement of 2,4-Dichlorophenol Contaminated Soil by Organic Fertilizer Immobilized Laccase",201-215,10.1080/15320383.2020.1828266,8,32,Dajun,Ren,2020,10.0,12.0
2951,Informa UK Limited,Soil and Sediment Contamination: An International Journal,7,30,"Content and source apportionment of polycyclic aromatic hydrocarbons in soil profile (0–100 Cm) of Urumqi petrochemical wastewater irrigation area, China",787-803,10.1080/15320383.2021.1893645,4,34,Xueping,Wang,2021,3.0,19.0
2952,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,5,97,Effects of Different Soil Amendments on Mixed Heavy Metals Contamination in Vetiver Grass,695-701,10.1007/s00128-016-1921-5,12,28,Chuck Chuan,Ng,2016,9.0,21.0
2953,Springer Science and Business Media LLC,Archives of Environmental Contamination and Toxicology,3,33,PCDD/Fs in Soil Samples Collected in the Vicinity of a Municipal Solid Waste Incinerator: Human Health Risks,239-246,10.1007/s002449900249,27,0,M.,"Schuhmacher *,  , A. Xifr&#x0",1997,10.0,1.0
2954,Springer Science and Business Media LLC,Arch Environ Contam Toxicol,2,56,Heavy Metal Contamination of Arable Soil and Corn Plant in the Vicinity of a Zinc Smelting Factory and Stabilization by Liming,190-200,10.1007/s00244-008-9195-5,36,44,Chang Oh,Hong,2008,8.0,14.0
2955,Springer Science and Business Media LLC,Arch Environ Contam Toxicol,2,77,"First Assessment of Metals Contamination in Road Dust and Roadside Soil of Suva City, Fiji",249-262,10.1007/s00244-019-00635-8,32,59,Wilson,Maeaba,2019,5.0,8.0
2956,Elsevier BV,Ecotoxicology and Environmental Safety,,122,Pore-water chemistry explains zinc phytotoxicity in soil,252-259,10.1016/j.ecoenv.2015.08.004,26,29,Mohammed,Kader,2015,12.0,
2957,Springer Science and Business Media LLC,Bulletin of Environmental Contamination and Toxicology,1,57,Comparative Toxicity in Earthworms Eisenia fetida and Lumbricus terrestris Exposed to Cadmium Nitrate Using Artificial Soil and Filter Paper Protocols,63-68,10.1007/s001289900156,39,0,L. C.,Fitzpatrick,1996,7.0,1.0
2958,Springer Science and Business Media LLC,Arch Environ Contam Toxicol,4,58,Assessment of Dioxin-Like Soil Contamination in Mexico by Enzyme-Linked Immunosorbent Assay,918-926,10.1007/s00244-009-9422-8,3,45,E.,García-Nieto,2009,11.0,29.0
2959,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,4,111,Heavy Metal Contamination Characteristics in Acid Soil-rice Systems and the Corresponding Human Health Risk in a Mining and Smelting Area in Jiangxi Province,,10.1007/s00128-023-03812-7,0,18,Hongmei,Wang,2023,10.0,
2960,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,27,Characteristics of Copper Sorption by Various Agricultural Soils in China and the Effect of Exogenic Dissolved Organic Matter on the Sorption,311-328,10.1080/15320383.2018.1473333,5,55,Xiuhong,Ding,2018,5.0,19.0
2961,"L and H Scientific Publishing, LLC",JEAM,4,2,Multivariate Analysis of Heavy Metal Contamination in Soil of Baiyangdian Wetland in China,313-323,10.5890/jeam.2014.12.003,4,0,Liya,Su,2014,12.0,
2962,Elsevier BV,"Agriculture, Ecosystems &amp; Environment",2-3,67,Evaluating mediterranean soil contamination risk in selected hydrological change scenarios,239-250,10.1016/s0167-8809(97)00122-9,4,17,D,de la Rosa,1998,2.0,
2963,David Publishing Company,JCEA,12,7,Correlation between the Bearing Capacity of Crude Oil Contaminated Soil of Mgbede and the Percentage Contamination,,10.17265/1934-7359/2013.12.013,0,0,,Iloeje Amechi Francis,2013,12.0,28.0
2964,Knowledge E,KEG,3,3,Influence of Radioactive Contamination of the Sr-90 Terrestrial Ecosystems  on the Enzymatic Activity of the Soil,137,10.18502/keg.v3i3.1613,0,0,Lavrentyeva,G.V.,2018,2.0,21.0
2965,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,2,43,"Photodecomposition of monocrotophos in soil, on plant foliage, and in water",239-245,10.1007/bf01701754,11,5,P.,Dureja,1989,8.0,
2966,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,33,Effect of insecticides on soil algal population,241-245,10.1007/bf01625537,29,8,P. V. G.,Muralikrishna,1984,12.0,
2967,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,4,6,The persistence of zinophos and dyfonate in soil,355-361,10.1007/bf01540004,3,8,Ulo,Kiigemagi,1971,7.0,
2968,Elsevier BV,Environmental Pollution,2-3,103,Physiological response of barley plants (Hordeum vulgare) to cadmium contamination in soil during ontogenesis,287-293,10.1016/s0269-7491(98)00110-9,41,43,A,Vassilev,1998,11.0,
2969,Politechnika Wroclawska Oficyna Wydawnicza,,4,40,Response of microorganisms and enzymes to soil contamination with the herbicide Successor T 550,,10.37190/epe140402,5,0,Monika,Tomkiel,2014,,
2970,Ponte Academic Journal,Ponte,3,72,The Use Of Phytoremediation To Combat Contamination Of Soil Ecosystems,,10.21506/j.ponte.2016.3.6,0,0,Hussein,Abouziena,2016,,
2971,EDP Sciences,E3S Web Conf.,,208,Environmental hazard of soil contamination by heavy metals,01021,10.1051/e3sconf/202020801021,1,24,Saniia,Efremova,2020,,
2972,The Law Research Institute of Hongik University,journalofhongiklawreview,2,18,Tort Liability of a Person who Causes Soil Contamination and Reclaims Waste on his or her Land,377-405,10.16960/jhlr.18.2.201706.377,1,11,,Hyung-Woo Yang,2017,6.0,
2973,V.V. Dokuchaev Soil Science Institute,DSB,114,,Cartographic interpretation of chemical and radiation contamination of Russian soils,29-65,10.19047/0136-1694-2023-114-29-65,0,50,S. A.,Avetyan,2023,3.0,25.0
2974,HARD Publishing Company,Pol. J. Environ. Stud.,1,25,Resistance of Arylsulfatase to Contamination of Soil by Heavy Metals,365-375,10.15244/pjoes/60417,8,0,Jadwiga,Wyszkowska,2016,,
2975,al-Farabi Kazakh National University,EJE,4,77,ASSESSMENT OF THE DEGREE OF SOIL CONTAMINATION OF THE COASTAL ZONE OF THE CASPIAN SEA IN THE AREA OF AKTAU SUBURB,,10.26577/eje.2023.v77.i4.06,0,0,A.,Serikbayeva,2023,12.0,
2976,Royal Society of Chemistry (RSC),RSC Adv.,19,5,"Contamination of soil with heavy metals from industrial effluent and their translocation in green vegetables of Peshawar, Pakistan",14322-14329,10.1039/c4ra14957b,26,35,Noor-ul,Amin,2015,,
2977,ANSF Publications,JANS,1,1,Scenario of heavy metal contamination in agricultural soil and its management,99-108,10.31018/jans.v1i1.46,54,0,A. K.,Chopra,2009,6.0,1.0
2978,Wiley,J. Environ. Qual.,5,42,"Extent, Characterization, and Sources of Soil Lead Contamination in Small-Urban Residential Neighborhoods",1498-1506,10.2134/jeq2013.03.0100,35,50,Jeffrey J.,Clark,2013,9.0,
2979,Elsevier BV,Journal of Hazardous Materials,,,WITHDRAWN: Impacts of steel-slag-based silicate fertilizer on soil acidity and silicon availability and potential heavy-metal contamination in a paddy soil–plant system,,10.1016/j.jhazmat.2014.05.030,0,63,Dongfeng,Ning,2014,5.0,
2980,Springer Science and Business Media LLC,Water Air Soil Pollut,1-4,222,Use of Lichen and Moss in Assessment of Forest Contamination with Heavy Metals in Praded and Glacensis Euroregions (Poland and Czech Republic),367-376,10.1007/s11270-011-0830-9,24,42,Andrzej,Kłos,2011,5.0,27.0
2981,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,3,76,Persistence and Dissipation of Linuron (Afalon-50wp) in Pea Cropped Soil and Its Effect on Soil Microorganisms,407-414,10.1007/s00128-006-0936-8,3,0,P.,Mukherjee,2006,3.0,
2982,Springer Science and Business Media LLC,Water Air Soil Pollut,6,233,"Integrated Spatial Distribution and Multivariate Statistical Analysis for Assessment of Ecotoxicological and Health Risks of Sediment Metal Contamination, Ömerli Dam (Istanbul, Turkey)",,10.1007/s11270-022-05670-1,17,75,Hüseyin,Cüce,2022,5.0,27.0
2983,Canadian Science Publishing,Can. J. Soil. Sci.,Special Issue,87,The indicator of risk of water contamination by nitrate-nitrogen,179-188,10.4141/s06-060,27,0,R.,De Jong,2007,3.0,1.0
2984,Wiley,CLEAN Soil Air Water,12,40,"Surface Water Contamination by Uranium Mining/Milling Activities in Northern Guangdong Province, China",1357-1363,10.1002/clen.201100512,31,25,Jin,Wang,2012,9.0,26.0
2985,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,32,Assessment of contamination levels of heavy metals in the agricultural soils using ICP-OES,665-691,10.1080/15320383.2022.2123448,6,86,Mohamed E,Shaheen,2022,9.0,13.0
2986,Inderscience Publishers,IJEWM,4,31,Soil contamination with heavy metals release from e-waste management activities in Nigeria,432,10.1504/ijewm.2023.10055961,0,0,Jokotade,Owoso,2023,,
2987,Walter de Gruyter GmbH,,1,63,Contamination of Sandpits with Soil-Transmitted Helminths Eggs in an Urban Environment,60-63,10.2478/fv-2019-0009,3,18,J.,Bystrianska,2019,3.0,1.0
2988,Springer Science and Business Media LLC,Environ Monit Assess,2,34,Retrospective monitoring and inventory of soil contamination in relation to systematic monitoring,121-125,10.1007/bf00546023,4,4,Eliška,Podlešáková,1995,1.0,
2989,Medknow,Trop Parasitol,2,10,Canine intestinal parasitic infections and soil contamination by Toxocara spp. in selected areas of Sri Lanka,114,10.4103/tp.tp_62_19,2,23,LahiruSandaruwan,Galgamuwa,2020,,
2990,EDP Sciences,E3S Web Conf.,,245,Overview of leaching remediation of heavy metal contamination in soil,02005,10.1051/e3sconf/202124502005,0,18,Cui,Shuang,2021,,
2991,Polish Society for Magnesium Research,J. Elem.,3/2010,,Effect of soil contamination with arsenic and application of different substances on the manganese content in plants,,10.5601/jelem.2010.15.3.549-558,0,0,Tomasz,Najmowicz,2012,3.0,14.0
2992,EDP Sciences,Radioprotection,C1,37,Complex estimation of the effect of long-term radioactive contamination on soil mezofauna after Chernobyl accident,C1-127-C1-132,10.1051/radiopro/2002026,1,0,S.,Maksimova,2002,2.0,
2993,Elsevier BV,Energy Procedia,,16,Effects of Pesticide-Contamination on Population and Activity of Bacteria in Purple Paddy Soil,284-289,10.1016/j.egypro.2012.01.047,6,11,Xinbin,Zhou,2012,,
2994,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,4,6,Phenmedipham andm-aminophenol decomposition in alkaline soil,322-327,10.1007/bf01539998,9,8,Babasaheb R.,Sonawane,1971,7.0,
2995,Elsevier BV,Building and Environment,3,30,Contamination of indoor air by toxic soil vapours: a screening risk assessment model,375-383,10.1016/0360-1323(95)00005-q,27,11,C.C.,Ferguson,1995,7.0,
2996,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,20,Formation and persistence of N-Nitrosobutralin in soil,170-173,10.1007/bf01683504,2,3,James E.,Oliver,1978,7.0,
2997,"Research, Society and Development",RSD,10,9,Gas stations in Belém-PA: the environmental licensing and the risks of soil and groundwater contamination,e6529109100,10.33448/rsd-v9i10.9100,0,0,Cleyanne Kelly Barbosa,Souto,2020,10.0,12.0
2998,Diva Enterprises Private Limited,,suppl,46,"Environmental soil contamination by Toxocara species eggs in public places of Kalar city, Kurdistan, Iraq",1179-1182,10.5958/0974-4576.2022.00201.8,0,0,Hazhar M.,Aziz,2022,,
2999,Periodica Polytechnica Budapest University of Technology and Economics,Period. Polytech. Civil Eng.,,,Effect of Oil Contamination on the Behavior of Collapsible Soil,,10.3311/ppci.19636,1,0,Saber,Nokande,2022,5.0,5.0
3000,Periodica Polytechnica Budapest University of Technology and Economics,Period. Polytech. Civil Eng.,,,Effect of Oil Contamination on the Behavior of Collapsible Soil,,10.3311/ppci.19636,1,0,Saber,Nokande,2022,5.0,5.0
3001,Environmental Health Perspectives,Environ Health Perspect,2,115,Soil Contamination from PCB-Containing Buildings,173-175,10.1289/ehp.9646,41,13,Robert F.,Herrick,2007,2.0,
3002,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,30,Measurement and prediction of chlorsulfuron persistence in soil,365-372,10.1007/bf01610146,72,7,Allan,Walker,1983,12.0,
3003,Clemson University,JOE,1,51,Assessing the Educational Needs of Urban Gardeners and Farmers on the Subject of Soil Contamination,,10.34068/joe.51.01.29,3,0,Ashley,Harms,2013,2.0,1.0
3004,Springer Science and Business Media LLC,Bull Environ Contam Toxicol,2,85,Fipronil Mobility and Transformation in Undisturbed Soil Columns,152-156,10.1007/s00128-010-0081-2,11,19,Niladri Sekhar,Chatterjee,2010,7.0,21.0
3005,Mineralogical Society,Clay miner.,1,46,Influence of hydrocarbon contamination on clay soil microstructure,47-58,10.1180/claymin.2011.046.1.47,25,34,D.,Izdebska-Mucha,2011,3.0,
3006,Elsevier BV,Science of The Total Environment,,702,Convolutional neural network for soil microplastic contamination screening using infrared spectroscopy,134723,10.1016/j.scitotenv.2019.134723,68,31,Wartini,Ng,2020,2.0,
3007,Informa UK Limited,Archives of Agronomy and Soil Science,12,64,Arsenic contamination in cropping systems under varying irrigation sources in the deltaic plain of India,1759-1767,10.1080/03650340.2018.1453132,4,26,Sanchita,Mondal,2018,3.0,23.0
3008,Frontiers Media SA,Front. Soil Sci.,,2,"Heavy metals and trace elements contamination risks in peri-urban agricultural soils in Nairobi city catchment, Kenya",,10.3389/fsoil.2022.1048057,2,89,Arcadius Martinien Agassin,Ahogle,2023,1.0,12.0
3009,Springer Science and Business Media LLC,Water Air Soil Pollut,1-4,215,"The Role of Leaky Boreholes in the Contamination of a Regional Confined Aquifer. A Case Study: The Campo de Cartagena Region, Spain",311-327,10.1007/s11270-010-0480-3,23,34,J.,Jiménez-Martínez,2010,6.0,4.0
3010,Springer Science and Business Media LLC,Water Air Soil Pollut,1,227,Structural and Functional Responses of Macrobenthic Communities to Mercury Contamination,,10.1007/s11270-015-2734-6,7,36,P.,Matos,2016,1.0,
3011,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,24,Adsorption of carbofuran and movement on soil thin layers,778-782,10.1007/bf01608188,27,9,Allan,Felsot,1980,12.0,
3012,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,6,29,Effect of pentachlorophenol on electron transport system activity in soil,727-730,10.1007/bf01606113,7,5,J. T.,Trevors,1982,12.0,
3013,Springer Science and Business Media LLC,Bull. Environ. Contam. Toxicol.,1,21,Degradation of o-sec-butylphenylN-methylcarbamate (BPMC) in soil,29-36,10.1007/bf01685381,2,18,Masako,Ueji,1979,1.0,
3014,Wiley,Agronomy Journal,1,73,Soil Contamination of Forage Samples by Forage Plot Harvesters<sup>1</sup>,65-66,10.2134/agronj1981.00021962007300010015x,1,0,W. C.,Stringer,1981,1.0,
3015,Journal of Tropical Soils,j Trop. Soils,1,15,Effect of Organic Matter Amendment on Lead Contamination in Roadside Soil and Plant,25,10.5400/jts.2010.v15i1.25-32,1,0,Sabaruddin,Sabaruddin,2018,4.0,9.0
3016,SAGE Publications,Int J Toxicol,4-5,16,Concepts in the Netherlands of Risk Assessment of Soil Contamination,509-518,10.1080/109158197227116,3,15,Rob M. C.,Theelen,1997,7.0,
3017,A and V Publications,Asia. Jour. Rese. Chem.,4,13,"A review on soil heavy metals contamination: Effects, sources and remedies",299,10.5958/0974-4150.2020.00058.9,2,0,Laxmi,Shukla,2020,,
3018,OAIMDD - EcoZone Publishing House,Environ. Eng. Manag. J.,8,14,WASTE ENGINE OIL CONTAMINATION OF SOIL AND ITS BIOREMEDIATION,1969-1974,10.30638/eemj.2015.211,0,0,Nicholas,Kiggundu,2015,,
3019,African Journals Online (AJOL),Nig. J. Para.,1,28,"Bacteriological and parasitological evidence of soil contamination from livestock farming in Makurdi, Benue State, Nigeria",,10.4314/njpar.v28i1.37853,0,0,E A,Omudu,2007,8.0,6.0
